META,PMID,CITATION,YEAR,AgeR,AgeC,SexR,SexC,HanR,HanC,PreR,PreC,CNSR,CNSC,NeuR,NeuC,MedR,MedC,RepR,RepC,EleR,EleC,TarR,TarC,PriR,PriC,NonR,NonC,CoiR,CoiC,OriR,OriC,CurR,CurC,LocR,LocC,StiR,StiC,IntR,IntC,PulR,PulC,HotR,HotC,MEPR,MEPC,DayR,DayC,AttR,AttC,ThrR,ThrC,NumR,NumC,TesR,TesC,ConR,ConC,ISIR,ISIC,MeaR,MeaC,UncR,UncC
ROHEL 2021,19889035,Zhang 2010,2010,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0,NaN,1,0,0,0,NaN,0,NaN,0,1,NaN,1,0,NaN,NaN,1,0,1,NaN,1,1,NaN,NaN,1,1,1,0,1,NaN,NaN,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,29489878,Baarbe,2018,1,0,1,NaN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,NaN,0,1,1,1,1,0,0,0,0,1,1,1,NaN,0,0,0,0,0,0,NaN,NaN,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,17870237,Boudreau,2007,1,0,1,NaN,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,30884779,Dancey,2019,1,0,1,NaN,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,29803671,De Martino,2018,1,1,1,NaN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,NaN,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,30036294,De Martino,2018,1,1,1,NaN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,NaN,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,24492452,Hoeger Bement,2014,1,1,1,NaN,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,NaN,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,NaN,NaN,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,21570881,Ingham,2011,1,1,1,NaN,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,NaN,Masse Alaire,2014,1,1,1,NaN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STANISIC 2022,28850499,Masse Alaire,2016,1,1,1,NaN,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STANISIC 2022,28165363,Mavromatis,2016,1,1,1,NaN,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,NaN,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NaN,NaN,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
STANISIC 2022,27014012,Mendonca,2016,1,1,1,NaN,1,0,0,0,0,0,NaN,NaN,1,1,0,0,0,0,0,0,0,0,NaN,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
STANISIC 2022,27258992,Parker,2017,1,1,1,NaN,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
STANISIC 2022,24664588,RittigNaNRasmussen,2014,1,1,1,NaN,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,NaN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,24815594,RittigNaNRasmussen,2014,1,1,1,NaN,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NaN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,21305574,Schwenkreis,2011,1,1,1,NaN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,NaN,NaN,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0
STANISIC 2022,20181504,Tsao,2010,1,1,1,NaN,1,1,0,0,0,0,NaN,NaN,1,1,0,0,1,1,1,1,1,1,NaN,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
STANISIC 2022,23598373,Vallence,2013,1,1,1,NaN,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,NaN,NaN,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,NaN,NaN,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN
CHERNI 2022,29695280,Calabrò,2018,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,20382280,Yang,2010,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,30568009,Jayaraman,2018,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,NaN,Shahine,2014,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,17507641,Yen,2007,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
CHERNI 2022,16442977,Forrester,2006,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,28339828,Palmer,2017,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,31144609,Li,2019,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,25736569,Chang,2015,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,28800341,Seo,2017,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,21974983,Wang,2011,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,30586670,Wang,2018,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,35337288,Wong,2022,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,31500557,Koganemaru,2019,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
CHERNI 2022,27738524,Madhavan,2016,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
CHERNI 2022,29446598,Poydasheva,2016,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
CHERNI 2022,22906099,Krishnan,2012,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
CHERNI 2022,18628621,Peurala,2008,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
BAI 2022,16254224,Takeuchietal2005,2005,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,16675743,Kimetal2006,2006,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,17166765,Talellietal2007,2007,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,18165149,DiLazzaroetal2008,2008,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,18382826,Takeuchietal2008,2008,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,19584748,Jayarametal2009,2009,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,19894000,Takeuchietal2009,2009,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,20489170,Ackerleyetal2010,2010,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,19805417,DiLazzaroetal2010,2010,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,22412170,Takeuchietal2012,2012,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,22999319,Massieetal2013,2013,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,23949057,Massieetal2013,2013,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,24360934,Ackerleyetal2014,2014,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,25141526,Vongvaivanichakuletal2014,2014,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,26198365,Cassidyetal2015,2015,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,26198365,Gohetal2015,2015,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,26664827,Tretriluxanaetal2015,2015,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,25817361,Uhmetal2015,2015,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,27567763,Bashiretal2016,2016,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,26858590,DiLazzaroetal2016,2016,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,27018862,Murdochetal2016,2016,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
BAI 2022,28652969,DiekhoffNaNKrebsetal2017,2017,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,28350190,Khanetal2017,2017,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,30918461,Hanafietal2018,2018,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,30613070,Tretriluxanaetal2018,2018,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,16087918,Khedretal2005,2005,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,16809569,Fregnietal2006,2006,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,17709994,Malcolmetal2007,2007,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
BAI 2022,17409389,Pomeroyetal2007,2007,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
BAI 2022,19780802,Khedretal2009,2009,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
