META,PMID,CITATION,YEAR,AgeR,AgeC,SexR,SexC,HanR,HanC,PreR,PreC,CNSR,CNSC,NeuR,NeuC,MedR,MedC,RepR,RepC,EleR,EleC,TarR,TarC,PriR,PriC,NonR,NonC,CoiR,CoiC,OriR,OriC,CurR,CurC,LocR,LocC,StiR,StiC,IntR,IntC,PulR,PulC,HotR,HotC,MEPR,MEPC,DayR,DayC,AttR,AttC,ThrR,ThrC,NumR,NumC,TesR,TesC,ConR,ConC,ISIR,ISIC,MeaR,MeaC,UncR,UncC
DE LIMA PARDINI 2023,33731766,Kadono 2021,2021,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
DE LIMA PARDINI 2023,34542538,Liao 2021,2021,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
DE LIMA PARDINI 2023,33627702,Merken 2021,2021,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
DE LIMA PARDINI 2023,34077429,Yarnanaka 2021,2021,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
DE LIMA PARDINI 2023,36097816,Romero 2022,2022,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
LANYI 2024,23738224,AhlgrénNaNRimpiläinen_2013,2013,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LANYI 2024,30093350,Bagewadi_2019,2019,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,15048615,Bajbouj_2004,2004,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
LANYI 2024,26796540,Bridgman_2016,2016,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,32585356,Carment_2020,2020,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,11926935,Daskalakis_2002,2002,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,18308816,Daskalakis_2008,2008,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,27867023,Du_2016,2017,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,NaN,Du_2018,2018,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,30032068,Du_2018,2018,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,14984885,Eichammer_2004,2004,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,12107621,Fitzgerald_2002,2002,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,11864806,Fitzgerald_2002,2002,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,12834814,Fitzgerald_2003,2003,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN
LANYI 2024,15374568,Fitzgerald_2004,2004,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,24794881,Frank_2014,2014,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
LANYI 2024,27964871,Goodman_2017,2017,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,33991855,Hare_2021,2021,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,21945231,Hasan_2012,2012,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
LANYI 2024,22502988,Hasan_2012,2012,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,23295893,Hasan_2013,2013,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,24109457,Hasan_2013,2013,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,25957485,Kaster_2015,2015,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,27770667,Lindberg_2016,2016,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,0,NaN,1,NaN,1,NaN
LANYI 2024,18950746,Liu_2009,2009,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,25048423,Mehta_2014,2014,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,34571321,Mehta_2021,2021,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,34092820,Miyazawa_2021,2021,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
LANYI 2024,15522245,Oxley_2004,2004,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,12079727,Pascual_2002,2002,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,30001538,Roeh_2018,2018,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,29776859,Schecklmann_2018,2018,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,20202691,Soubasi_2010,2010,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
LANYI 2024,23523695,Takahashi_2013,2013,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN
LANYI 2024,25458861,Tang _2014,2014,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANYI 2024,19724982,Wobrock_2009,2009,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,0,NaN,1,NaN,1,NaN,1,NaN,0,NaN,1,NaN,0,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,1,NaN
LANZA 2024,10102429,Tergau et al. [36],1999,1,0,1,0,0,0,1,1,0,0,1,1,NaN,0,0,0,1,1,0,0,0,0,NaN,0,1,NaN,1,0,1,0,1,0,1,NaN,1,1,0,NaN,1,1,1,1,NaN,NaN,NaN,0,1,1,1,0,1,1,1,1,1,NaN,1,1,0,NaN
LANZA 2024,10522873,EntezariNaNTaher et al. [33],1999,1,0,0,0,0,0,0,0,NaN,1,1,1,NaN,0,0,0,1,1,1,0,0,0,NaN,0,1,NaN,0,0,0,0,0,0,1,NaN,1,1,1,NaN,0,0,1,0,NaN,NaN,NaN,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN
LANZA 2024,12948792,Quatrale et al. 2003 [27],2003,1,0,0,0,1,1,NaN,NaN,0,0,0,0,NaN,0,0,0,1,1,1,0,0,0,NaN,0,1,NaN,0,0,1,0,0,0,1,NaN,1,1,1,NaN,0,0,0,0,NaN,NaN,NaN,0,1,0,1,0,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,14677414,StiasnyKolster et al. 2003 [37],2003,1,0,1,0,0,0,1,1,NaN,NaN,0,0,NaN,0,0,0,0,0,1,0,0,0,NaN,0,1,NaN,1,0,1,0,0,0,1,NaN,1,1,0,NaN,1,0,0,0,0,0,NaN,0,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN
LANZA 2024,15222998,Scalise et al. 2004 [38],2004,0,0,0,0,1,1,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,1,0,1,NaN,1,1,0,NaN,0,0,1,1,NaN,NaN,NaN,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,NaN
LANZA 2024,16796215,Scalise et al. 2006 [26],2006,0.5,NaN,0.5,NaN,1,1,1,1,1,1,0,0,NaN,0,0,0,1,1,1,0,NaN,1,NaN,0,1,NaN,1,0,0,0,1,0,1,NaN,1,1,1,NaN,1,1,0,0,0,0,NaN,0,1,1,1,0,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,16175624,Kutukcu et al. 2006 [34],2006,1,0,1,0,0,0,0,1,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,1,NaN,0,0,0,0,0,0,1,NaN,0,0,0,NaN,1,1,0,0,NaN,NaN,NaN,0,1,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN
LANZA 2024,16942543,Nardone et al. 2006 [31],2006,1,0,1,0,0,0,NaN,NaN,NaN,NaN,1,0,NaN,1,0,0,1,1,1,0,NaN,1,NaN,0,1,NaN,0,0,1,0,0,0,1,NaN,1,1,0,NaN,1,1,0,0,1,1,NaN,0,1,1,1,0,1,1,1,1,1,NaN,1,1,0,NaN
LANZA 2024,18090527,Gorsler & Liepert et al. 2007 [28],2007,1,0,0,0,0,0,1,1,NaN,NaN,1,0,NaN,1,0,0,0,0,1,0,NaN,1,NaN,0,1,NaN,0,0,1,0,1,0,1,NaN,1,1,1,NaN,1,1,0,0,1,1,NaN,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN
LANZA 2024,19117337,Rizzo et al. 2009 [24],2009,1,0,1,0,1,1,NaN,NaN,0,0,0,0,NaN,0,0,0,1,1,0,0,0,0,NaN,0,1,NaN,1,0,1,0,0,0,1,NaN,0,0,0,NaN,0,0,0,0,NaN,NaN,NaN,0,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN
LANZA 2024,20635185,Rizzo et al. 2010 [25],2010,1,0,1,0,1,1,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,1,1,1,0,0,0,NaN,0,1,NaN,1,0,1,0,0,0,1,NaN,1,1,0,NaN,0,0,0,1,NaN,NaN,NaN,0,1,0,1,1,1,1,1,1,1,NaN,1,1,0,NaN
LANZA 2024,19595629,Scalise et al. 2010 [35],2010,1,0,1,0,1,1,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,1,1,1,0,0,1,NaN,0,1,NaN,1,0,0,0,1,0,1,NaN,1,1,1,NaN,1,1,1,1,0,0,NaN,0,0,0,1,0,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,23213521,AhlgrénNaNRimpiläinen et al. 2012 [40],2012,1,0,1,0,1,1,1,1,0,0,0,0,NaN,0,0,0,0,0,1,0,NaN,0,NaN,0,1,NaN,1,0,0,0,0,0,1,NaN,0,0,1,NaN,1,1,0,0,NaN,NaN,NaN,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN
LANZA 2024,22305328,Gündüz et al. 2012 [30],2012,1,0,1,0,0,0,NaN,NaN,NaN,NaN,1,0,NaN,1,0,0,1,1,1,0,NaN,0,NaN,0,1,NaN,0,0,0,0,0,0,1,NaN,1,1,1,NaN,0,0,1,0,0,0,NaN,1,1,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN
LANZA 2024,24849846,Lanza et al. 2015 [20],2015,1,0,1,1,1,1,NaN,NaN,NaN,NaN,0,0,NaN,1,0,0,1,1,1,0,NaN,1,NaN,0,1,NaN,0,0,0,0,0,0,1,NaN,1,1,0,NaN,1,1,1,0,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,28215259,Bocquillon et al. 2017 [29],2017,1,0,1,0,0,0,1,1,1,1,1,0,NaN,0,0,0,1,1,1,0,NaN,0,NaN,0,1,NaN,1,0,0,0,1,0,1,NaN,1,1,0,NaN,0,0,0,0,0,0,NaN,0,1,0,1,0,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,28320166,De Paiva et al. 2017 [21],2017,1,0,1,1,1,1,1,1,1,1,0,0,NaN,1,0,0,1,1,1,0,NaN,0,NaN,0,1,NaN,1,0,1,0,0,0,1,NaN,1,1,1,NaN,1,1,0,0,NaN,NaN,NaN,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN
LANZA 2024,29511386,Lanza Cantone et al. 2018 [18],2018,1,1,1,1,1,1,1,1,NaN,NaN,0,0,NaN,1,0,0,1,1,1,0,NaN,1,NaN,0,1,NaN,1,0,0,0,0,0,1,NaN,1,1,0,NaN,1,1,0,0,NaN,NaN,NaN,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN
LANZA 2024,30050496,Lin et al. 2018 [19],2018,1,0,1,1,1,1,NaN,NaN,NaN,NaN,0,0,NaN,1,0,0,0,0,1,0,NaN,1,NaN,0,0,NaN,1,0,0,0,1,0,1,NaN,1,1,0,NaN,1,0,0,0,NaN,NaN,NaN,0,1,0,1,1,1,1,1,1,1,NaN,1,1,1,NaN
LANZA 2024,30170992,Salas et al. 2018 [17],2019,1,NaN,1,1,0,0,1,1,NaN,NaN,0,0,NaN,1,0,0,1,1,0,0,0,1,NaN,0,1,NaN,0,1,0,1,1,1,1,NaN,1,1,0,NaN,1,1,0,0,NaN,NaN,NaN,0,1,1,1,1,1,1,1,1,1,NaN,1,1,0,NaN
LANZA 2024,31539846,Magalhães et al. 2019 [23],2019,1,0,1,1,1,1,1,1,NaN,NaN,0,0,NaN,1,0,0,1,1,1,0,NaN,0,NaN,0,1,NaN,1,0,1,0,0,0,1,NaN,1,1,1,NaN,1,1,1,1,NaN,NaN,NaN,0,1,1,1,1,1,1,1,1,1,NaN,1,1,0,NaN
CAVALERI 2017,23077645,Bastani et al. [22],2012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CAVALERI 2017,17588673,Christie et al. [23],2007,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CAVALERI 2017,19118575, Doeltgen et al. [25],2009,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
CAVALERI 2017,24103535,Lewis et al. [24],2014,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
